b,lOCode,e,v,n,i,t,loc,d,v(g),defects
0.01,3,37.9,25.27,9.0,16.84,2.11,6.0,1.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,8.0,False
0.03,6,607.47,99.4,23.0,16.27,33.75,7.0,6.11,3.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.11,13,5146.25,318.58,67.0,19.72,285.9,16.0,16.14,5.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.14,19,8439.78,430.86,84.0,22.0,468.88,29.0,19.59,5.0,False
0.19,38,17275.15,575.84,124.0,19.19,959.73,46.0,30.0,5.0,False
0.21,39,20097.4,623.18,127.0,19.32,1116.52,51.0,32.25,8.0,False
0.07,16,1667.98,216.22,46.0,28.03,92.67,23.0,7.71,4.0,False
0.24,25,9402.5,723.27,135.0,55.64,522.36,34.0,13.0,3.0,False
0.75,75,73077.34,2241.48,375.0,68.75,4059.85,97.0,32.6,11.0,False
0.01,2,69.74,34.87,11.0,17.43,3.87,4.0,2.0,1.0,False
0.01,2,79.25,31.7,10.0,12.68,4.4,4.0,2.5,1.0,False
0.01,3,44.92,22.46,8.0,11.23,2.5,5.0,2.0,1.0,False
0.01,2,72.0,24.0,8.0,8.0,4.0,4.0,3.0,1.0,False
0.03,4,524.54,77.71,21.0,11.51,29.14,6.0,6.75,2.0,False
0.01,3,36.19,18.09,7.0,9.05,2.0,5.0,2.0,1.0,False
0.27,40,20627.79,808.93,152.0,31.72,1145.99,44.0,25.5,6.0,False
0.48,65,25062.19,1444.83,256.0,83.29,1392.34,74.0,17.35,7.0,False
0.05,13,1673.96,147.16,33.0,12.94,93.0,17.0,11.38,5.0,False
0.87,90,171998.36,2609.52,440.0,39.59,9555.46,114.0,65.91,15.0,False
0.14,21,5489.4,418.24,87.0,31.87,304.97,27.0,13.13,8.0,False
0.07,11,1592.51,206.82,44.0,26.86,88.47,17.0,7.7,2.0,False
0.33,37,22275.42,980.43,183.0,43.15,1237.52,43.0,22.72,15.0,False
0.24,29,13793.68,720.0,144.0,37.58,766.32,35.0,19.16,14.0,False
0.05,13,1030.13,147.16,33.0,21.02,57.23,18.0,7.0,2.0,False
0.07,11,1592.51,206.82,44.0,26.86,88.47,17.0,7.7,2.0,False
0.29,34,18716.36,865.67,155.0,40.04,1039.8,44.0,21.62,8.0,False
0.19,25,8727.72,569.2,116.0,37.12,484.87,31.0,15.33,11.0,False
0.08,18,1817.18,230.75,48.0,29.3,100.95,23.0,7.88,3.0,False
0.28,32,14917.52,845.66,160.0,47.94,828.75,37.0,17.64,14.0,False
0.07,11,1592.51,206.82,44.0,26.86,88.47,17.0,7.7,2.0,False
0.07,17,1862.2,220.08,48.0,26.01,103.46,23.0,8.46,2.0,False
0.09,17,2399.1,272.63,58.0,30.98,133.28,23.0,8.8,2.0,False
0.08,17,2127.22,246.12,53.0,28.48,118.18,23.0,8.64,2.0,False
0.09,26,3440.19,275.22,66.0,22.02,191.12,30.0,12.5,5.0,False
0.16,25,6740.64,469.13,93.0,32.65,374.48,29.0,14.37,4.0,False
0.19,30,10432.96,579.61,113.0,32.2,579.61,35.0,18.0,5.0,False
0.02,3,139.81,46.6,13.0,15.53,7.77,7.0,3.0,1.0,False
0.04,8,588.59,110.36,27.0,20.69,32.7,12.0,5.33,2.0,False
0.02,9,272.46,68.11,19.0,17.03,15.14,13.0,4.0,3.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.16,20,7691.77,480.74,100.0,30.05,427.32,24.0,16.0,3.0,False
0.25,39,21224.89,758.03,149.0,27.07,1179.16,50.0,28.0,9.0,False
0.11,10,3336.55,339.83,80.0,34.61,185.36,17.0,9.82,1.0,False
0.05,14,962.49,165.0,37.0,28.29,53.47,16.0,5.83,3.0,False
0.18,29,9241.31,554.48,113.0,33.27,513.4,32.0,16.67,5.0,False
0.18,29,9241.31,554.48,113.0,33.27,513.4,32.0,16.67,5.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,3,186.03,39.86,12.0,8.54,10.33,5.0,4.67,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,5,44.92,22.46,8.0,11.23,2.5,7.0,2.0,2.0,False
0.01,3,44.92,22.46,8.0,11.23,2.5,5.0,2.0,1.0,False
0.04,10,870.68,117.21,30.0,15.78,48.37,13.0,7.43,3.0,False
0.07,7,1175.48,208.97,45.0,37.15,65.3,11.0,5.63,2.0,False
0.07,6,1123.77,197.15,43.0,34.59,62.43,11.0,5.7,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.22,25,8572.59,645.97,124.0,48.68,476.25,37.0,13.27,4.0,False
0.09,29,1484.29,271.41,60.0,49.63,82.46,35.0,5.47,7.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.04,12,1088.9,125.64,33.0,14.5,60.49,14.0,8.67,3.0,False
0.04,10,982.52,133.98,31.0,18.27,54.58,23.0,7.33,4.0,False
0.05,11,1828.52,162.53,35.0,14.45,101.58,17.0,11.25,4.0,False
0.03,9,376.93,83.76,22.0,18.61,20.94,11.0,4.5,3.0,False
0.01,3,109.62,36.54,11.0,12.18,6.09,6.0,3.0,1.0,False
0.09,21,3012.15,282.39,57.0,26.47,167.34,29.0,10.67,6.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.02,3,143.4,57.36,16.0,22.94,7.97,7.0,2.5,1.0,False
0.59,50,54690.97,1776.6,295.0,57.71,3038.39,64.0,30.78,8.0,False
0.14,19,5703.57,412.93,85.0,29.9,316.87,27.0,13.81,8.0,False
0.28,32,14917.52,845.66,160.0,47.94,828.75,37.0,17.64,14.0,False
0.07,11,1592.51,206.82,44.0,26.86,88.47,17.0,7.7,2.0,False
0.07,16,1658.52,206.32,45.0,25.67,92.14,22.0,8.03,2.0,False
0.09,16,2180.22,258.51,55.0,30.66,121.12,22.0,8.43,2.0,False
0.08,16,1915.59,232.19,50.0,28.14,106.42,22.0,8.25,2.0,False
0.28,43,20435.68,837.53,162.0,34.32,1135.32,76.0,24.4,10.0,False
0.08,14,1971.77,242.9,50.0,29.92,109.54,25.0,8.11,3.0,False
0.24,31,16005.55,718.97,137.0,32.29,889.2,55.0,22.26,8.0,False
0.04,10,742.43,114.22,30.0,17.57,41.25,12.0,6.5,3.0,False
0.01,3,117.0,39.0,13.0,13.0,6.5,5.0,3.0,1.0,False
0.02,3,157.27,62.91,17.0,25.16,8.74,5.0,2.5,1.0,False
0.16,12,9066.02,477.16,107.0,25.11,503.67,17.0,19.0,1.0,False
0.06,11,1357.15,169.64,37.0,21.21,75.4,17.0,8.0,2.0,False
0.31,39,23377.1,944.53,171.0,38.16,1298.73,54.0,24.75,13.0,False
0.02,5,312.22,55.51,15.0,9.87,17.35,7.0,5.63,2.0,False
0.02,3,178.31,47.55,15.0,12.68,9.91,5.0,3.75,1.0,False
0.01,2,91.35,36.54,11.0,14.62,5.08,4.0,2.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,11.0,1.5,1.0,False
0.15,20,5378.3,437.47,91.0,35.58,298.79,24.0,12.29,2.0,False
0.11,18,2968.29,330.69,65.0,36.84,164.91,26.0,8.98,3.0,False
0.04,7,843.89,105.49,27.0,13.19,46.88,10.0,8.0,2.0,False
0.08,20,2839.9,246.12,53.0,21.33,157.77,26.0,11.54,5.0,False
0.17,23,6574.8,516.99,100.0,40.65,365.27,29.0,12.72,5.0,False
0.03,8,328.28,85.11,23.0,22.07,18.24,11.0,3.86,2.0,False
0.17,33,7580.07,503.66,99.0,33.47,421.11,40.0,15.05,5.0,False
0.17,41,5624.99,523.25,99.0,48.67,312.5,46.0,10.75,8.0,False
0.01,3,67.38,25.27,9.0,9.47,3.74,5.0,2.67,1.0,False
0.12,24,4082.84,352.84,78.0,30.49,226.82,27.0,11.57,5.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.3,34,13191.19,910.78,170.0,62.88,732.84,46.0,14.48,4.0,False
0.02,3,157.27,62.91,17.0,25.16,8.74,5.0,2.5,1.0,False
0.01,3,109.62,36.54,11.0,12.18,6.09,5.0,3.0,1.0,False
0.01,3,109.62,36.54,11.0,12.18,6.09,5.0,3.0,1.0,False
0.01,3,86.37,43.19,13.0,21.59,4.8,5.0,2.0,1.0,False
0.17,29,3292.05,509.48,101.0,78.85,182.89,34.0,6.46,4.0,False
0.18,22,7112.34,553.18,107.0,43.03,395.13,29.0,12.86,5.0,False
0.02,6,244.16,46.51,14.0,8.86,13.56,8.0,5.25,2.0,False
0.01,6,138.68,44.38,14.0,14.2,7.7,8.0,3.12,2.0,False
1.32,86,149321.05,3966.16,586.0,105.35,8295.61,95.0,37.65,24.0,False
0.15,36,5041.06,446.53,91.0,39.55,280.06,51.0,11.29,7.0,False
0.25,41,15966.75,747.86,147.0,35.03,887.04,47.0,21.35,5.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.28,42,18880.38,835.09,158.0,36.94,1048.91,62.0,22.61,9.0,False
0.18,16,5506.63,549.68,104.0,54.87,305.92,20.0,10.02,2.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,4.0,2.0,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,5.0,2.0,1.0,False
0.04,7,1467.81,133.44,32.0,12.13,81.55,11.0,11.0,2.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,5.0,2.0,1.0,False
0.08,12,3384.71,245.27,55.0,17.77,188.04,18.0,13.8,3.0,False
0.02,4,144.0,48.0,16.0,16.0,8.0,7.0,3.0,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,5.0,2.0,1.0,False
0.1,11,3871.21,299.56,63.0,23.18,215.07,15.0,12.92,1.0,False
0.06,9,1253.99,174.17,41.0,24.19,69.67,13.0,7.2,1.0,False
0.04,7,969.43,116.0,29.0,13.88,53.86,10.0,8.36,2.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,5.0,2.0,1.0,False
0.38,42,23579.63,1134.42,201.0,54.58,1309.98,45.0,20.79,6.0,False
0.04,11,720.66,123.19,29.0,21.06,40.04,13.0,5.85,3.0,False
0.12,18,6848.08,370.17,77.0,20.01,380.45,25.0,18.5,5.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,4.0,2.0,1.0,False
0.07,7,1694.2,211.77,49.0,26.47,94.12,10.0,8.0,4.0,False
0.11,18,2968.29,330.69,65.0,36.84,164.91,26.0,8.98,3.0,False
0.13,25,2387.67,390.71,75.0,63.93,132.65,33.0,6.11,3.0,False
0.02,4,370.29,72.0,18.0,14.0,20.57,7.0,5.14,2.0,False
0.06,12,2434.24,185.47,41.0,14.13,135.24,16.0,13.13,6.0,False
0.02,6,175.66,50.19,14.0,14.34,9.76,9.0,3.5,2.0,False
0.06,12,1092.04,171.3,39.0,26.87,60.67,24.0,6.38,2.0,False
0.04,6,1083.57,116.69,27.0,12.57,60.2,9.0,9.29,1.0,False
0.04,8,648.0,108.0,27.0,18.0,36.0,11.0,6.0,2.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.03,7,474.29,75.28,21.0,11.95,26.35,10.0,6.3,2.0,False
0.01,3,166.05,41.51,12.0,10.38,9.23,5.0,4.0,1.0,False
0.04,11,899.24,134.89,33.0,20.23,49.96,18.0,6.67,4.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,5.0,2.0,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,4.0,2.0,1.0,False
0.02,5,256.87,62.91,17.0,15.41,14.27,8.0,4.08,1.0,False
0.05,24,1658.45,162.59,47.0,15.94,92.14,28.0,10.2,3.0,False
0.29,48,37391.07,877.72,174.0,20.6,2077.28,63.0,42.6,11.0,False
0.03,10,393.13,89.86,23.0,20.54,21.84,14.0,4.38,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,False
0.19,30,26919.86,569.73,115.0,12.06,1495.55,46.0,47.25,10.0,False
0.01,3,54.0,27.0,9.0,13.5,3.0,6.0,2.0,1.0,False
0.02,4,241.76,59.21,16.0,14.5,13.43,7.0,4.08,1.0,False
0.08,12,3694.37,233.64,55.0,14.78,205.24,18.0,15.81,5.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.55,63,36939.51,1662.11,274.0,74.79,2052.19,70.0,22.22,11.0,False
0.25,28,19136.87,736.03,150.0,28.31,1063.16,36.0,26.0,5.0,False
0.04,9,993.72,110.41,29.0,12.27,55.21,11.0,9.0,2.0,False
0.03,9,925.11,92.51,25.0,9.25,51.39,11.0,10.0,2.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.06,17,1593.21,184.48,42.0,21.36,88.51,21.0,8.64,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.13,19,4286.02,375.97,82.0,32.98,238.11,36.0,11.4,3.0,False
0.27,27,29215.55,797.01,158.0,21.74,1623.09,42.0,36.66,6.0,False
0.26,42,30223.43,777.81,157.0,20.02,1679.08,55.0,38.86,10.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.02,10,124.57,49.83,15.0,19.93,6.92,12.0,2.5,2.0,False
0.02,10,124.57,49.83,15.0,19.93,6.92,12.0,2.5,2.0,False
0.02,10,159.45,53.15,16.0,17.72,8.86,12.0,3.0,2.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.37,51,23381.91,1121.58,194.0,53.8,1298.99,63.0,20.85,6.0,False
0.01,3,44.92,22.46,8.0,11.23,2.5,6.0,2.0,1.0,False
0.17,34,9985.8,495.42,100.0,24.58,554.77,48.0,20.16,6.0,False
0.07,9,607.69,215.22,49.0,76.23,33.76,11.0,2.82,1.0,False
0.13,11,4808.14,375.64,79.0,29.35,267.12,15.0,12.8,2.0,False
0.15,23,6034.36,438.86,87.0,31.92,335.24,29.0,13.75,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,13.0,False
0.06,16,1401.55,171.3,39.0,20.94,77.86,22.0,8.18,4.0,False
0.08,14,2955.43,225.18,54.0,17.16,164.19,16.0,13.12,2.0,False
0.08,7,3454.35,233.83,51.0,15.83,191.91,10.0,14.77,5.0,False
0.14,12,5625.98,413.68,87.0,30.42,312.55,22.0,13.6,3.0,False
0.02,3,157.27,62.91,17.0,25.16,8.74,5.0,2.5,1.0,False
0.06,9,2148.39,188.87,43.0,16.6,119.36,17.0,11.38,2.0,False
0.06,9,2148.39,188.87,43.0,16.6,119.36,17.0,11.38,2.0,False
0.06,9,2148.39,188.87,43.0,16.6,119.36,17.0,11.38,2.0,False
0.28,31,25690.9,841.07,155.0,27.54,1427.27,40.0,30.55,9.0,False
0.03,4,593.95,98.99,26.0,16.5,33.0,10.0,6.0,1.0,False
0.17,25,7554.88,503.66,99.0,33.58,419.72,32.0,15.0,6.0,False
0.69,76,61395.5,2073.09,336.0,70.0,3410.86,99.0,29.62,13.0,False
0.13,21,4694.12,380.0,76.0,30.76,260.77,27.0,12.35,6.0,False
0.17,25,7631.19,508.75,100.0,33.92,423.96,31.0,15.0,6.0,False
0.1,18,2624.7,285.29,60.0,31.01,145.82,23.0,9.2,5.0,False
0.12,18,4514.51,356.7,72.0,28.18,250.81,24.0,12.66,5.0,False
0.34,35,23233.26,1022.04,184.0,44.96,1290.74,39.0,22.73,10.0,False
0.11,23,4359.69,326.98,66.0,24.52,242.21,27.0,13.33,5.0,False
0.13,11,4641.39,385.0,77.0,31.94,257.85,27.0,12.06,2.0,False
0.04,12,1055.4,106.61,28.0,10.77,58.63,17.0,9.9,4.0,False
0.15,24,7671.72,456.65,94.0,27.18,426.21,26.0,16.8,7.0,False
0.02,10,286.8,71.7,20.0,17.92,15.93,13.0,4.0,2.0,False
0.06,13,1075.92,182.84,41.0,31.07,59.77,17.0,5.88,2.0,False
0.03,7,479.73,79.95,21.0,13.33,26.65,11.0,6.0,2.0,False
0.03,7,479.73,79.95,21.0,13.33,26.65,11.0,6.0,2.0,False
0.13,32,4752.41,388.42,77.0,31.75,264.02,68.0,12.24,8.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,4.0,2.0,1.0,False
0.0,1,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,False
0.04,8,1005.14,125.64,33.0,15.71,55.84,18.0,8.0,1.0,False
0.03,12,408.66,87.57,23.0,18.76,22.7,16.0,4.67,3.0,False
0.03,11,580.76,96.79,27.0,16.12,32.25,13.0,6.0,2.0,False
0.01,3,44.92,22.46,8.0,11.23,2.5,6.0,2.0,1.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
1.48,152,202269.66,4436.82,764.0,97.32,11237.2,195.0,45.59,11.0,False
0.87,119,110091.46,2598.31,411.0,61.32,6116.19,153.0,42.37,28.0,False
1.24,80,190109.0,3726.27,602.0,73.04,10561.61,112.0,51.02,8.0,False
0.1,19,4869.7,312.16,70.0,20.01,270.54,29.0,15.6,5.0,False
0.01,3,95.1,31.7,10.0,10.57,5.28,5.0,3.0,1.0,False
0.17,15,9001.77,514.39,107.0,29.39,500.1,21.0,17.5,3.0,False
0.03,9,639.44,88.81,24.0,12.33,35.52,11.0,7.2,2.0,False
0.03,4,766.23,87.57,23.0,10.01,42.57,6.0,8.75,1.0,False
0.01,3,86.37,43.19,13.0,21.59,4.8,5.0,2.0,1.0,False
0.03,10,436.0,98.1,24.0,22.07,24.22,12.0,4.44,2.0,False
1.31,139,556035.36,3937.8,735.0,27.89,30890.85,172.0,141.2,20.0,False
0.01,6,87.17,34.87,11.0,13.95,4.84,8.0,2.5,2.0,False
0.19,27,13041.92,579.64,117.0,25.76,724.55,34.0,22.5,7.0,False
0.01,2,60.0,24.0,8.0,9.6,3.33,5.0,2.5,1.0,False
0.13,25,6118.1,380.55,83.0,23.67,339.89,30.0,16.07,4.0,False
0.07,19,2445.66,212.67,51.0,18.49,135.87,22.0,11.5,4.0,False
0.02,6,238.4,68.11,19.0,19.46,13.24,8.0,3.5,2.0,False
0.31,40,16753.84,933.65,163.0,52.03,930.77,57.0,17.94,12.0,False
0.02,7,287.09,70.31,19.0,17.22,15.95,9.0,4.08,2.0,False
0.12,16,7514.32,352.58,83.0,16.54,417.46,22.0,21.31,3.0,False
0.37,33,27145.47,1115.22,211.0,45.82,1508.08,40.0,24.34,6.0,False
0.05,6,1223.17,155.32,38.0,19.72,67.95,11.0,7.88,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,5.0,1.5,1.0,False
0.01,3,37.9,25.27,9.0,16.84,2.11,5.0,1.5,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,5.0,2.0,1.0,False
0.23,29,12552.13,701.84,131.0,39.24,697.34,49.0,17.88,3.0,False
0.25,44,18002.96,738.75,137.0,30.31,1000.16,54.0,24.37,7.0,False
0.06,12,3283.82,187.65,45.0,10.72,182.43,16.0,17.5,2.0,False
0.06,11,1509.36,184.48,42.0,22.55,83.85,15.0,8.18,3.0,False
0.04,13,479.73,106.61,28.0,23.69,26.65,18.0,4.5,4.0,False
0.05,17,578.22,144.55,37.0,36.14,32.11,23.0,4.0,5.0,False
0.03,5,591.43,92.0,23.0,14.31,32.86,7.0,6.43,4.0,False
0.01,3,44.92,22.46,8.0,11.23,2.5,6.0,2.0,1.0,False
0.23,38,18965.73,675.05,126.0,24.03,1053.65,54.0,28.1,6.0,False
0.21,36,17338.29,640.76,123.0,23.68,963.24,41.0,27.06,7.0,False
0.12,20,4888.14,366.61,74.0,27.5,271.56,26.0,13.33,4.0,False
0.21,36,17338.29,640.76,123.0,23.68,963.24,41.0,27.06,7.0,False
0.08,10,1103.71,245.27,55.0,54.5,61.32,15.0,4.5,1.0,False
0.01,3,206.05,41.21,13.0,8.24,11.45,5.0,5.0,1.0,False
0.01,3,206.05,41.21,13.0,8.24,11.45,5.0,5.0,1.0,False
0.23,38,19520.13,677.23,130.0,23.5,1084.45,44.0,28.82,7.0,False
0.01,3,206.05,41.21,13.0,8.24,11.45,5.0,5.0,1.0,False
0.01,3,206.05,41.21,13.0,8.24,11.45,5.0,5.0,1.0,False
0.3,46,32595.46,902.64,172.0,25.0,1810.86,53.0,36.11,8.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.11,23,8486.86,334.46,75.0,13.18,471.49,32.0,25.38,4.0,False
0.05,11,920.89,148.0,37.0,23.79,51.16,15.0,6.22,4.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.05,13,1314.4,136.92,37.0,14.26,73.02,16.0,9.6,4.0,False
0.29,42,24441.84,883.44,166.0,31.93,1357.88,70.0,27.67,5.0,False
0.24,37,10372.23,708.49,136.0,48.39,576.24,46.0,14.64,3.0,False
0.21,26,11345.0,641.69,119.0,36.29,630.28,34.0,17.68,7.0,False
0.02,6,252.47,63.12,19.0,15.78,14.03,9.0,4.0,1.0,False
0.01,2,44.92,22.46,8.0,11.23,2.5,5.0,2.0,1.0,False
0.01,3,79.25,31.7,10.0,12.68,4.4,5.0,2.5,1.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.04,6,1025.07,114.69,27.0,12.83,56.95,10.0,8.94,3.0,False
0.01,2,86.37,43.19,13.0,21.59,4.8,4.0,2.0,1.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,False
0.06,16,1750.21,174.23,38.0,17.34,97.23,20.0,10.05,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,False
0.08,19,3384.38,230.75,48.0,15.73,188.02,22.0,14.67,4.0,False
0.29,24,23764.1,874.44,180.0,32.18,1320.23,40.0,27.18,3.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.02,7,345.37,74.01,20.0,15.86,19.19,11.0,4.67,2.0,False
0.02,7,252.47,63.12,19.0,15.78,14.03,10.0,4.0,1.0,False
0.01,2,67.5,27.0,9.0,10.8,3.75,4.0,2.5,1.0,False
0.07,18,1613.77,204.46,43.0,25.9,89.65,23.0,7.89,4.0,False
0.29,24,24986.23,865.32,180.0,29.97,1388.12,41.0,28.88,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,False
0.48,77,25062.19,1444.83,256.0,83.29,1392.34,86.0,17.35,7.0,False
0.11,15,2441.12,322.09,67.0,42.5,135.62,19.0,7.58,3.0,False
0.61,54,53894.7,1835.12,316.0,62.49,2994.15,82.0,29.37,19.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,18.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,3,37.9,25.27,9.0,16.84,2.11,5.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,3,37.9,25.27,9.0,16.84,2.11,5.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,4.0,2.0,1.0,False
0.26,26,17762.29,776.49,144.0,33.95,986.79,31.0,22.88,3.0,False
0.04,7,732.11,126.71,31.0,21.93,40.67,14.0,5.78,2.0,False
0.09,13,5081.81,274.02,57.0,14.78,282.32,21.0,18.55,4.0,False
0.12,18,2681.27,368.02,75.0,50.51,148.96,33.0,7.29,2.0,False
0.08,14,5192.34,247.25,52.0,11.77,288.46,24.0,21.0,4.0,False
0.05,5,937.65,136.74,35.0,19.94,52.09,10.0,6.86,1.0,False
0.09,18,2085.42,258.51,55.0,32.04,115.86,21.0,8.07,4.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.09,16,3131.24,272.28,63.0,23.68,173.96,23.0,11.5,4.0,False
0.32,35,22435.83,946.27,166.0,39.91,1246.43,52.0,23.71,4.0,False
0.2,32,7456.8,587.63,107.0,46.31,414.27,39.0,12.69,8.0,False
0.01,2,31.02,15.51,6.0,7.75,1.72,5.0,2.0,1.0,False
0.03,11,332.42,81.41,22.0,19.94,18.47,15.0,4.08,2.0,False
0.39,61,28044.47,1168.52,206.0,48.69,1558.03,64.0,24.0,12.0,False
0.48,76,17279.45,1452.7,263.0,122.13,959.97,80.0,11.89,11.0,False
0.04,6,844.41,112.59,27.0,15.01,46.91,8.0,7.5,3.0,False
0.02,6,285.46,74.01,20.0,19.19,15.86,8.0,3.86,2.0,False
0.11,17,2983.76,327.89,65.0,36.03,165.76,21.0,9.1,4.0,False
0.03,5,236.37,85.95,22.0,31.26,13.13,8.0,2.75,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,False
0.34,62,86639.21,1031.42,264.0,12.28,4813.29,72.0,84.0,10.0,False
0.05,14,960.75,150.12,36.0,23.46,53.38,19.0,6.4,4.0,False
0.06,10,1482.98,175.76,43.0,20.83,82.39,13.0,8.44,1.0,False
0.01,3,60.0,30.0,10.0,15.0,3.33,6.0,2.0,1.0,False
0.21,14,6790.24,632.99,129.0,59.01,377.24,24.0,10.73,1.0,False
0.07,11,2413.52,215.49,47.0,19.24,134.08,18.0,11.2,2.0,False
0.03,10,512.65,93.21,26.0,16.95,28.48,14.0,5.5,3.0,False
0.75,84,210468.79,2257.33,416.0,24.21,11692.71,91.0,93.24,10.0,False
